,Artist_Name,Track_Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,time_signature,Genre,duration_in_min
4064,Ed Sheeran,Thinking out Loud,83.0,0.781,0.445,-6.061,1,0.0295,0.474,0.184,0.591,78.998,4.0,9.0,4.692666666666667
4065,Nine Inch Nails,Closer,60.0,0.546,0.724,-8.639,0,0.0427,0.000273,0.133,0.586,89.991,4.0,8.0,6.221783333333334
4066,girlfriends,Congratulations (feat. Jasiah),52.0,0.57,0.891,-3.6,0,0.128,0.00478,0.0248,0.831,169.979,4.0,10.0,1.9134833333333334
4067,Limp Bizkit,Counterfeit,47.0,0.462,0.943,-5.343,1,0.245,0.0364,0.0871,0.218,95.483,4.0,8.0,5.134883333333334
4068,Queen,Another One Bites The Dust - Remastered 2011,74.0,0.933,0.528,-6.472,0,0.162,0.112,0.163,0.756,109.975,4.0,10.0,3.57755
4069,Donatella Monza,Via Venezia,45.0,0.708,0.125,-15.726,0,0.0515,0.951,0.0819,0.125,107.29,4.0,7.0,2.1322
4070,"Jean Sibelius, Anne-Sophie Mutter, Staatskapelle Dresden, André Previn","Two Serenades, Op.69: 2. Lento assai, Op.69 No.2 - In G Minor",25.0,0.295,0.0251,-29.891,0,0.0463,0.94,0.0985,0.0393,103.992,4.0,7.0,6.95
4071,Yemi Alade,True Love,43.0,0.749,0.602,-5.097,1,0.0798,0.0313,0.0337,0.965,120.022,4.0,9.0,3.93125
4072,Backstreet Boys,Make Believe,19.0,0.572,0.845,-5.036,1,0.0301,0.0617,0.137,0.446,129.994,4.0,9.0,4.776833333
4073,Black Mountain,What's Your Conquest?,24.0,0.122,0.88,-4.649,1,0.0687,0.000172,0.0895,0.317,160.39,4.0,10.0,3.43555
4074,Miki Howard,Until You Come Back to Me (That's What I Am Gonna Do),33.0,0.601,0.893,-7.784,1,0.0381,0.00839,0.244,0.815,95.837,4.0,5.0,4.1288833333333335
4075,Mahendra Kapoor,Bhool Sakta Hai Bhala Kaun Tumhari Aankhen,4.0,0.395,0.26,-18.287,1,0.105,0.95,0.115,0.558,154.329,3.0,3.0,3.013783333
4076,Chris Stapleton,Tennessee Whiskey,79.0,0.392,0.37,-10.888,1,0.0298,0.205,0.0821,0.512,48.718,4.0,4.0,4.888216667
4077,From Autumn To Ashes,Short Stories With Tragic Endings,43.0,0.215,0.752,-6.481,0,0.0441,0.000717,0.112,0.0585,93.758,3.0,10.0,9.432883333333333
4078,Kahbum,Zombie da Spiaggia (feat. Aine & Hyst),31.0,0.703,0.261,-12.558,1,0.333,0.539,0.0678,0.221,96.008,4.0,5.0,3.552
4079,Muse,Uprising,75.0,0.602,0.905,-4.046,1,0.0775,0.000202,0.117,0.411,128.019,4.0,1.0,5.080666666666667
4080,Josh Teskey,Thinking 'Bout Myself,51.0,0.644,0.53,-8.296,0,0.0884,0.787,0.259,0.678,99.733,4.0,2.0,3.6869
4081,BlueBucksClan,Lil League (feat. Quavo & Hit-Boy),54.0,0.828,0.489,-5.644,1,0.238,0.0124,0.0721,0.136,98.002,3.0,5.0,2.1632666666666664
4082,White Zombie,More Human Than Human,61.0,0.673,0.911,-6.725,1,0.0707,0.000367,0.101,0.54,101.467,4.0,8.0,4.479333333333333
4083,The Fratellis,Creepin Up The Backstairs - Composite Edit (do not put on a/w),19.0,0.601,0.907,-8.43,0,0.187,0.000229,0.219,0.281,122.368,4.0,10.0,3.0897833333333335
4084,Steve Miller Band,You Send Me,32.0,0.376,0.353,-13.606,0,0.0309,0.827,0.194,0.384,109.78,3.0,10.0,2.706
4085,Local Boy,Thoughts,28.0,0.629,0.878,-6.194,1,0.0701,0.00811,0.419,0.516,160.022,4.0,6.0,3.4
4086,Loop,Vapour (Remastered),4.0,0.201,0.989,-5.715,1,0.132,4.91e-06,0.0697,0.382,128.774,4.0,6.0,6.13955
4087,Doug Kaufman,The Garden,46.0,0.214,0.243,-17.301,1,0.0319,0.917,0.0657,0.0381,80.187,4.0,1.0,2.9343666666666666
4088,Def Leppard,Rock Of Ages,63.0,0.706,0.785,-7.666,0,0.041,0.00802,0.195,0.636,105.893,4.0,10.0,4.13048333
4089,Poundz,Chocolate Darling (feat. BackRoad Gee & iLL BLU),52.0,0.795,0.745,-7.58,0,0.27,0.0869,0.112,0.75,144.112,4.0,5.0,3.55555
4090,Brand New,Sic Transit Gloria ... Glory Fades,57.0,0.645,0.704,-6.02,1,0.0396,0.0124,0.543,0.758,92.774,4.0,10.0,3.108216666666667
4091,The White Stripes,My Doorbell,57.0,0.614,0.663,-9.965,1,0.0352,0.29,0.0986,0.823,97.083,4.0,1.0,4.031116666666667
4092,AC/DC,T.N.T.,78.0,0.754,0.759,-5.218,1,0.302,0.153,0.101,0.435,126.366,4.0,10.0,3.5777833333333335
4093,Wings of Desire,Better Late Than Never,22.0,0.435,0.933,-7.668,1,0.07,0.000101,0.115,0.321,132.005,4.0,10.0,3.8670333333333335
4094,Thirty Seconds To Mars,Capricorn (A Brand New Name),46.0,0.468,0.801,-5.724,0,0.0453,0.000164,0.18,0.163,90.034,4.0,10.0,3.8833333333333333
4095,V3ctors,The Quartz Grave,30.0,0.123,0.983,-4.818,0,0.301,1.68e-05,0.103,0.0792,78.098,4.0,8.0,4.3238666666666665
4096,S7N,Insane,26.0,0.499,0.931,-4.045,1,0.132,2.16e-05,0.218,0.513,91.061,4.0,8.0,3.03475
4097,Brett Young,Not Yet,73.0,0.464,0.783,-6.108,1,0.0378,0.000689,0.323,0.734,170.029,4.0,4.0,2.90245
4098,Downswing,Stressed Out,41.0,0.2,0.985,-2.583,1,0.25,5.2e-05,0.314,0.0726,183.245,4.0,10.0,2.877266666666667
4099,The Stone Roses,Waterfall - Remastered,62.0,0.491,0.686,-8.22,1,0.0289,0.0236,0.451,0.437,103.715,4.0,1.0,4.647116666666666
4100,Boy Destroy,Favourite,41.0,0.6,0.732,-3.848,0,0.0297,0.00713,0.242,0.453,141.926,4.0,1.0,3.148
4101,All Good Things,For The Glory (feat. Hollywood Undead),61.0,0.473,0.845,-3.774,0,0.0575,0.000396,0.1,0.543,142.012,4.0,10.0,4.686616666666667
4102,Ricky Reed,Catch You,39.0,0.66,0.639,-8.716,1,0.0336,0.482,0.111,0.36,110.014,4.0,6.0,3.76255
4103,Chapterhouse,Guilt,30.0,0.13,0.982,-8.215,0,0.0636,0.0014,0.644,0.136,154.94,4.0,6.0,4.216666666666667
4104,KennyHoopla,lost cause// (with grandson),54.0,0.698,0.675,-4.941,0,0.0412,0.000348,0.0916,0.484,116.02,4.0,1.0,2.85475
4105,"Seamus Blake, Chris Cheek",A Little Evil,34.0,0.603,0.427,-11.434,1,0.0328,0.704,0.0676,0.627,128.363,4.0,7.0,5.518216667
4106,The Stooges,I Wanna Be Your Dog,60.0,0.527,0.871,-8.708,1,0.0354,0.0229,0.419,0.107,120.722,4.0,10.0,3.1426666666666665
4107,Rihanna,Take A Bow,76.0,0.697,0.467,-7.536,1,0.0715,0.248,0.0941,0.572,82.082,4.0,9.0,3.82355
4108,Flasher,Punching Up,24.0,0.267,0.734,-7.999,1,0.0727,0.00186,0.116,0.307,207.72,4.0,1.0,3.5249
4110,Jonny Lang,Make It Move,25.0,0.633,0.469,-6.082,1,0.11,0.479,0.118,0.665,77.589,4.0,10.0,3.485333333333333
4111,Sueco,SOS (feat. Travis Barker),67.0,0.615,0.785,-4.88,1,0.0632,0.0186,0.166,0.369,150.03,4.0,10.0,2.8266666666666667
4112,Bastille,WHAT YOU GONNA DO???,59.0,0.529,0.853,-4.481,1,0.0382,0.00717,0.339,0.646,127.987,4.0,10.0,2.1883833333333333
4113,Dent May,Sea Salt & Caramel,26.0,0.684,0.71,-4.837,1,0.0323,0.252,0.37,0.934,119.039,4.0,6.0,3.165766666666667
4114,Anand-Milind,Humne Ghar Chhoda Hai (Instrumental),22.0,0.361,0.605,-10.283,0,0.0312,0.599,0.316,0.62,97.436,4.0,3.0,6.40555
4115,Jade Bird,Something American,51.0,0.378,0.377,-6.513,1,0.038,0.789,0.101,0.267,158.443,3.0,9.0,3.0471333333333335
4116,Deftones,Radiant City,48.0,0.167,0.962,-2.538,1,0.103,2.25e-06,0.0908,0.236,77.691,4.0,10.0,3.5908333333333333
4117,Keni,Proximity,27.0,0.612,0.669,-6.047,1,0.109,0.0235,0.168,0.452,96.871,4.0,10.0,2.89
4118,The B-52's,Rock Lobster,38.0,0.556,0.849,-8.967,1,0.0443,0.00107,0.154,0.456,91.19,4.0,6.0,6.824
4119,Whiskey Myers,Lightning Bugs and Rain,55.0,0.473,0.888,-6.343,1,0.0587,0.00182,0.0435,0.853,77.622,4.0,10.0,3.197766666666667
4120,Jeremy Zucker,HONEST,67.0,0.744,0.627,-6.882,1,0.265,0.13,0.0993,0.781,99.977,4.0,9.0,2.95051667
4121,Coroner,Reborn Through Hate,29.0,0.133,0.895,-6.546,0,0.0945,1.47e-05,0.164,0.194,155.204,1.0,8.0,4.876216666666667
4122,Preditah,Sword,16.0,0.53,0.308,-11.618,0,0.424,0.292,0.0837,0.346,212.049,3.0,5.0,5.1146666666666665
4123,Circa Survive,Act Appalled,47.0,0.38,0.924,-5.782,0,0.0719,0.000173,0.176,0.28,153.99,4.0,10.0,3.3466666666666667
4124,Jacob Bryant,More Than One Year,47.0,0.473,0.9,-4.383,1,0.0537,0.0123,0.825,0.444,88.016,4.0,10.0,3.8746
4125,Ensiferum,"Rum, Women, Victory",42.0,0.351,0.984,-4.569,1,0.121,2.98e-05,0.419,0.242,175.102,4.0,8.0,4.271333333333334
4126,Veruca Salt,Seether,47.0,0.612,0.86,-9.175,1,0.044,0.00253,0.158,0.687,136.212,4.0,10.0,3.27445
4127,Nana,Come & Go,44.0,0.59,0.675,-6.737,0,0.438,0.0522,0.119,0.584,94.925,4.0,5.0,3.0842666666666667
4128,Alex Yarmak,Narcs,34.0,0.402,0.925,-4.107,1,0.0837,0.0,0.335,0.186,126.98,4.0,8.0,4.31455
4129,Leikeli47,Droppin',31.0,0.91,0.464,-6.676,0,0.287,0.0287,0.0989,0.336,140.006,4.0,5.0,3.6666666666666665
4130,Jonny Lang,Last Goodbye,26.0,0.392,0.187,-12.211,1,0.0358,0.812,0.175,0.227,134.708,4.0,2.0,3.93355
4131,A Flock Of Seagulls,I Ran,56.0,0.525,0.858,-4.927,0,0.0345,0.000466,0.166,0.669,145.492,4.0,10.0,3.6717833333333334
4132,Tedeschi Trucks Band,All That I Need,33.0,0.602,0.694,-7.988,1,0.0297,0.308,0.122,0.716,109.487,4.0,2.0,5.194
4133,Liz Phair,Spanish Doors,31.0,0.621,0.936,-4.957,1,0.0301,0.0164,0.105,0.558,127.937,4.0,1.0,3.953333333333333
4134,Rival Schools,Travel By Telephone,34.0,0.124,0.77,-3.969,1,0.0559,6.47e-05,0.323,0.358,174.328,4.0,10.0,2.79
4135,Dudu Tassa,Lola,14.0,0.348,0.61,-6.015,0,0.0583,0.71,0.971,0.241,145.115,4.0,10.0,4.421666666666667
4136,Thrills in +41,Machine Dream,28.0,0.768,0.69,-12.43,1,0.0613,0.0129,0.346,0.102,141.029,4.0,1.0,4.928133333333333
4137,B.B. King,Everyday I Have The Blues - Live (San Quentin),33.0,0.426,0.791,-6.888,1,0.0543,0.356,0.373,0.592,137.365,4.0,2.0,4.697783333333334
4138,OK Go,Get Over It,55.0,0.389,0.767,-4.314,1,0.149,0.00127,0.435,0.544,184.926,4.0,1.0,3.279333333333333
4139,Ray LaMontagne,"Trouble - Live at Bonnaroo, Manchester, TN - June 2005",19.0,0.349,0.672,-7.927,1,0.0463,0.373,0.981,0.593,85.478,3.0,10.0,4.819333333333334
4140,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,72.0,0.215,0.927,-7.327,1,0.0452,0.000273,0.126,0.49,170.814,4.0,10.0,3.24755
4141,Rendezvous Point,Apollo,32.0,0.42,0.746,-7.67,1,0.0605,0.0343,0.121,0.103,123.87,4.0,10.0,5.542216666666667
4142,Leon Vynehall,An Exhale,44.0,0.801,0.846,-8.001,1,0.266,0.0722,0.0957,0.258,134.017,4.0,1.0,4.37645
4143,Kid Bailey,Rowdy Blues,28.0,0.589,0.116,-17.218,1,0.0463,0.994,0.122,0.577,97.815,3.0,2.0,3.0162666666666667
4144,Bhaskar Dutta,The Last Cadenza,16.0,0.363,0.186,-13.641,0,0.0522,0.983,0.0747,0.196,102.905,3.0,6.0,5.78965
4145,Everlast,What It's Like,67.0,0.678,0.556,-7.423,1,0.0281,0.0904,0.0866,0.405,85.158,4.0,10.0,5.052216666666666
4146,A.C. Reed,She's Fine,32.0,0.501,0.44,-14.466,1,0.0372,0.202,0.107,0.868,82.489,4.0,2.0,4.3037833333333335
4147,Paper Idol,James Bond,49.0,0.791,0.727,-5.138,1,0.268,0.003,0.117,0.876,109.956,4.0,6.0,4.2492
4148,T-Bone Walker,Call It Stormy Monday (But Tuesday Is Just As Bad),4.0,0.659,0.166,-14.523,0,0.0753,0.877,0.101,0.345,49.32,4.0,2.0,3.116216666666667
4149,Chapterhouse,Guilt,30.0,0.13,0.982,-8.215,0,0.0636,0.0014,0.644,0.136,154.94,4.0,10.0,4.216666666666667
4150,Manchester Air,Saint Sister,41.0,0.304,0.218,-10.744,1,0.0334,0.46,0.0828,0.0707,150.514,3.0,0.0,4.12215
4151,Ricky Kej,One Family (Live),14.0,0.567,0.34,-9.996,1,0.0264,0.757,0.102,0.268,140.047,4.0,0.0,4.002283333
4152,Ty Dolla $ign,"By Yourself (feat. Bryson Tiller, Jhen√© Aiko & Mustard) - Remix",65.0,0.753,0.524,-6.291,0,0.0461,0.055,0.188,0.199,103.965,4.0,5.0,3.0787
4153,Eagles,Life in the Fast Lane - 2013 Remaster,73.0,0.667,0.755,-7.246,1,0.069,0.0966,0.0523,0.883,109.535,4.0,10.0,4.770333333333333
4154,Dirty Fly,Is My Heart,10.0,0.307,0.587,-7.795,0,0.032,0.36,0.101,0.507,180.133,3.0,6.0,3.742
4155,Pop Smoke,What You Know Bout Love,87.0,0.709,0.548,-8.493,1,0.353,0.65,0.133,0.543,83.995,4.0,9.0,2.6666666666666665
4156,Kishore Kumar,Roop Tera Mastana,28.0,0.451,0.53,-8.787,0,0.095,0.668,0.234,0.543,83.351,4.0,3.0,3.75355
4157,Cage The Elephant,Broken Boy (feat. Iggy Pop),51.0,0.492,0.939,-3.501,0,0.118,0.00247,0.131,0.484,166.03,4.0,1.0,2.7201333333333335
4158,Violent Femmes,Blister In The Sun,70.0,0.726,0.537,-8.896,1,0.113,0.316,0.0707,0.887,96.91,4.0,6.0,2.42845
4159,Jebediah,Leaving Home,51.0,0.522,0.812,-6.606,1,0.0346,0.0253,0.131,0.459,121.529,4.0,10.0,3.0222166666666666
4161,Atreyu,Ex's And Oh's,57.0,0.348,0.987,-3.172,0,0.232,1.62e-05,0.286,0.135,159.995,4.0,10.0,3.53155
4162,Rude Kid,fabric,21.0,0.682,0.806,-4.326,0,0.0433,0.775,0.0992,0.186,139.996,4.0,5.0,2.627283333333333
4163,London Grammar,Lose Your Head,44.0,0.556,0.712,-7.261,1,0.0604,0.376,0.201,0.467,98.008,4.0,6.0,3.333266666666667
4164,The Beatles,Come Together - Remastered 2015,54.0,0.559,0.343,-13.072,0,0.0424,0.0601,0.1,0.183,164.53,4.0,10.0,4.31155
4165,Camilla Solheim,Sostenuto,45.0,0.119,0.0735,-23.969,1,0.0425,0.977,0.0997,0.0959,151.549,3.0,7.0,2.1644
4166,girlhouse,loaded gun,35.0,0.772,0.692,-8.192,1,0.0513,0.00742,0.268,0.869,126.97,4.0,1.0,3.8484166666666666
4167,Jimi Hendrix,Voodoo Child (Slight Return),68.0,0.214,0.91,-6.662,1,0.389,0.477,0.0517,0.448,175.549,4.0,10.0,5.222883333333334
4168,Cheap Trick,Boys & Girls & Rock N Roll,37.0,0.49,0.964,-3.626,1,0.0743,0.000495,0.375,0.348,134.996,4.0,10.0,3.898
4169,The Doobie Brothers,"Another Park, Another Sunday - 2006 Remaster",50.0,0.516,0.547,-9.693,1,0.0273,0.315,0.163,0.741,113.417,4.0,10.0,4.46045
4170,The Faim,Summer Is a Curse,54.0,0.473,0.757,-5.103,1,0.0483,0.000727,0.151,0.425,168.005,4.0,10.0,3.0202666666666667
4171,Robert Cray,Do It,20.0,0.773,0.961,-4.419,1,0.0865,0.284,0.267,0.659,108.818,4.0,2.0,3.42645
4172,Maddie & Tae,Die From A Broken Heart,67.0,0.607,0.514,-6.631,1,0.0323,0.363,0.258,0.414,75.978,4.0,4.0,3.138183333
4173,Juan Wauters,Locura,43.0,0.718,0.63,-9.147,0,0.0373,0.0905,0.483,0.666,115.537,4.0,9.0,2.7420666666666667
4174,Melody's Echo Chamber,"Some Time Alone, Alone",45.0,0.444,0.958,-3.866,0,0.0485,0.00867,0.323,0.551,108.478,4.0,6.0,3.7733333333333334
4175,Etta James,I Just Want To Make Love To You - Single Version,64.0,0.642,0.523,-8.579,1,0.11,0.772,0.527,0.654,101.635,4.0,2.0,3.0937833333333336
4176,Neha Karode,Piya Bin,19.0,0.436,0.521,-7.948,1,0.0399,0.388,0.0729,0.738,91.562,4.0,0.0,3.710166667
4177,Skrizzly Adams,New Dress,47.0,0.552,0.667,-5.713,1,0.0383,0.22,0.21,0.801,94.412,4.0,10.0,2.91405
4178,The Avalanches,Interstellar Love (feat. Leon Bridges),52.0,0.448,0.83,-6.784,1,0.105,0.388,0.649,0.27,116.311,4.0,9.0,3.641783333333333
4179,Xasthur,Screaming at Forgotten Tears,37.0,0.383,0.978,-5.693,0,0.0534,0.00448,0.245,0.161,102.256,4.0,8.0,8.25
4180,Metalite,Cloud Connected,46.0,0.281,0.944,-6.307,0,0.0738,0.000127,0.47,0.451,84.792,4.0,8.0,3.8002166666666666
4181,Alan Lomax,"No More, My Lawd",30.0,0.569,0.0171,-13.325,0,0.0388,0.958,0.173,0.269,136.807,4.0,2.0,2.1566666666666667
4182,The Fray,"Over My Head (Cable Car) - Live at Sirius Radio, NYC, NY - May 2006",50.0,0.6,0.467,-9.056,1,0.0274,0.445,0.321,0.583,117.121,4.0,9.0,3.83555
4183,Rexx Life Raj,Tesla In A Pandemic,39.0,0.618,0.812,-6.554,0,0.313,0.162,0.0653,0.186,174.182,4.0,5.0,2.41685
4184,Amitabh Bachchan,Mein Panch Lakh Ka Sauda Karne Aaya Hoon - Dialogues,1.0,0.585,0.493,-15.246,1,0.543,0.89,0.0952,0.96,85.416,3.0,3.0,0.50165
4185,braev,fools,30.0,0.573,0.462,-8.969,1,0.118,0.513,0.0836,0.225,160.846,4.0,9.0,3.36355
4186,The Smashing Pumpkins,The Colour Of Love,53.0,0.499,0.724,-10.146,1,0.0344,7.52e-05,0.124,0.455,151.094,4.0,10.0,4.39555
4187,Papon,Aerii Sakhi Morae - Qawwaali Remake,30.0,0.506,0.646,-8.083,1,0.0518,0.691,0.104,0.395,79.209,4.0,0.0,5.05165
4188,Boysetsfire,Empire,42.0,0.515,0.875,-3.061,1,0.065,0.0109,0.455,0.383,107.603,4.0,10.0,3.656
4189,Trey Anastasio,"First Tube (Live, 11/3/2017)",25.0,0.532,0.882,-8.58,0,0.104,0.0432,0.973,0.392,127.484,3.0,10.0,7.8646666666666665
4190,Joe Bonamassa,Mainline Florida - Live,37.0,0.489,0.889,-6.916,1,0.0382,0.0151,0.866,0.703,120.183,4.0,2.0,7.020316666666667
4191,The Chicks,Cowboy Take Me Away,68.0,0.467,0.622,-7.255,1,0.031,0.365,0.0982,0.455,164.418,4.0,4.0,4.787783333
4192,Molly Burch,Emotion feat. Wild Nothing,52.0,0.831,0.66,-5.284,0,0.0301,0.362,0.0674,0.942,110.019,4.0,1.0,4.093
4193,Ginger Root,B4,40.0,0.797,0.726,-5.267,1,0.0804,0.476,0.0769,0.969,104.432,4.0,9.0,2.87215
4194,Culted,Lifers,23.0,0.343,0.928,-9.02,1,0.0673,2.82e-06,0.171,0.27,134.119,4.0,8.0,4.983183333333334
4195,Blame My Youth,Go To Sleep,35.0,0.577,0.614,-6.944,1,0.0393,0.517,0.35,0.525,141.927,4.0,10.0,3.2860833333333335
4196,Pantera,Cowboys from Hell,71.0,0.415,0.908,-9.701,1,0.0765,0.00437,0.082,0.437,114.816,4.0,8.0,4.058883333333333
4197,Bee Gees,How Deep Is Your Love - Live At The MGM Grand,44.0,0.629,0.531,-8.078,1,0.0282,0.512,0.984,0.361,104.529,4.0,9.0,3.900666667
4198,Andrew McMahon in the Wilderness,Cecilia And The Satellite,62.0,0.381,0.844,-7.123,1,0.144,0.0131,0.318,0.239,194.0,4.0,10.0,3.731333333333333
4199,All Time Low,Some Kind Of Disaster,55.0,0.55,0.837,-5.411,1,0.044,0.0104,0.306,0.637,89.821,4.0,10.0,3.733233333333333
4200,Bessie Smith,"Empty Bed Blues, Pt. 1",26.0,0.709,0.062,-12.207,1,0.048,0.995,0.12,0.553,85.854,4.0,2.0,3.01955
4201,Blue Mitchell,The People In Nassau,41.0,0.688,0.552,-9.313,1,0.0359,0.689,0.0853,0.892,110.082,4.0,7.0,5.65445
4202,OneRepublic,Run,88.0,0.682,0.72,-8.173,0,0.0381,0.326,0.148,0.673,117.003,4.0,9.0,2.81685
4203,3 Doors Down,Here Without You,75.0,0.557,0.533,-6.817,0,0.0252,0.0492,0.205,0.233,143.994,4.0,10.0,3.9788833333333335
4204,Coldplay,Every Teardrop Is a Waterfall,69.0,0.425,0.732,-6.883,1,0.0396,0.00194,0.171,0.333,117.98,4.0,10.0,4.0132666666666665
4205,Interplanetary Criminal,Supreme Level,38.0,0.824,0.846,-5.912,1,0.139,0.0123,0.153,0.887,130.003,4.0,6.0,5.087433333333333
4206,Katori Walker,Many Men (Curtis),49.0,0.488,0.681,-5.552,0,0.351,0.626,0.101,0.798,84.255,4.0,5.0,2.3118333333333334
4207,Hollywood Undead,California Dreaming,57.0,0.503,0.967,-2.492,1,0.176,3.16e-05,0.299,0.254,95.006,4.0,10.0,3.912916666666667
4208,Roger Eno,Verdigris,37.0,0.204,0.00301,-32.42,1,0.0482,0.991,0.0792,0.0387,72.248,5.0,1.0,4.055116666666667
4209,Wu-Tang Clan,Triumph (feat. Cappadonna),64.0,0.722,0.639,-6.959,1,0.373,0.000917,0.352,0.324,90.972,4.0,5.0,5.63645
4210,Lords Of The New Church,Dance With Me,38.0,0.528,0.921,-5.838,0,0.0693,0.000959,0.13,0.768,134.517,4.0,10.0,3.4282166666666667
4211,Anathema,Springfield,45.0,0.428,0.535,-9.232,1,0.0411,0.000379,0.086,0.159,142.063,4.0,10.0,5.823333333333333
4212,Thrice,Stare At The Sun,49.0,0.234,0.98,-3.233,0,0.148,0.000266,0.0992,0.245,186.728,4.0,10.0,3.3873333333333333
4213,PnB Rock,Need Somebody,62.0,0.684,0.535,-7.24,1,0.317,0.0741,0.223,0.304,94.691,4.0,5.0,2.5776666666666666
4214,Low Hummer,Never Enough,33.0,0.43,0.835,-5.599,1,0.0415,0.000683,0.0843,0.327,142.034,4.0,6.0,3.8098
4215,Make Them Suffer,Erase Me,53.0,0.488,0.903,-5.244,1,0.0698,0.000103,0.218,0.189,94.037,4.0,8.0,3.743516666666667
4216,Dennis Lloyd,Never Go Back,67.0,0.421,0.653,-4.85,0,0.398,0.0135,0.114,0.733,78.6,4.0,9.0,2.9237333333333333
4217,Llyr,Winged Chamber Music,12.0,0.361,0.487,-21.52,0,0.239,0.302,0.363,0.0788,126.346,4.0,6.0,6.1897
4218,Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley) - 2005 Digital Remaster,29.0,0.115,0.668,-8.363,1,0.0594,0.0178,0.101,0.0728,74.857,4.0,10.0,23.211116666666666
4219,Pale Waves,She's My Religion,52.0,0.522,0.726,-4.115,1,0.0383,0.348,0.148,0.331,161.867,4.0,10.0,3.1597833333333334
4220,Fred again..,Diana (You Don't Even Know),41.0,0.837,0.71,-7.109,1,0.0762,0.0286,0.0649,0.694,123.021,4.0,6.0,3.414633333333333
4221,Dirty Deep,Two Rocks in a Whiskey,19.0,0.182,0.747,-8.191,1,0.0597,0.0111,0.328,0.387,175.728,4.0,10.0,5.38425
4222,My Chemical Romance,Dead!,67.0,0.481,0.973,-1.945,1,0.0542,0.0037,0.325,0.362,99.331,4.0,10.0,3.2586666666666666
4223,Sonic Youth,Teen Age Riot (Album Version),63.0,0.286,0.907,-9.67,1,0.0374,0.000277,0.0837,0.746,156.395,4.0,1.0,6.963333333333333
4224,The Cult,Edie (Ciao Baby),51.0,0.478,0.808,-9.159,1,0.0459,0.0766,0.209,0.29,102.109,4.0,10.0,4.77555
4225,Slipknot,Left Behind,62.0,0.229,0.994,-3.431,1,0.22,7.03e-05,0.318,0.115,156.623,4.0,8.0,4.02445
4226,So It Begins,Fenrir,44.0,0.257,0.984,-2.448,1,0.212,0.000209,0.367,0.139,100.047,4.0,10.0,4.535
4227,girl in red,Body And Mind,69.0,0.575,0.572,-5.928,0,0.0635,0.0718,0.0995,0.551,150.894,4.0,6.0,3.1112
4228,Calling Me Home (with Francesco Turrisi),"Rhiannon Giddens, Francesco Turrisi",29.0,0.32,0.0846,-9.769,1,0.035,0.852,0.119,0.122,79.094,4.0,0.0,3.83155
4229,AC/DC,You Shook Me All Night Long,80.0,0.532,0.767,-5.509,1,0.0574,0.00287,0.39,0.755,127.361,4.0,10.0,3.502883333333333
4230,Mura Masa,vicarious living anthem,38.0,0.481,0.747,-6.672,1,0.0487,0.00404,0.218,0.506,173.933,4.0,10.0,2.0973333333333333
4231,Nathan Goshen,Thinking About It (Let It Go) - KVR Remix,37.0,0.693,0.763,-7.077,0,0.0299,0.0143,0.154,0.578,100.985,4.0,9.0,3.0594
4232,The HU,Yuve Yuve Yu,61.0,0.624,0.857,-6.25,0,0.0542,0.0208,0.11,0.324,131.926,4.0,8.0,4.715333333333334
4233,Sisters of Mercy,Temple of Love - 1992,55.0,0.451,0.931,-7.442,1,0.0413,0.0776,0.164,0.652,166.301,4.0,10.0,8.133533333333334
4234,The Aces,Stuck,49.0,0.721,0.746,-4.247,0,0.0317,0.0114,0.0844,0.705,124.968,4.0,10.0,3.441116666666667
4235,Juggaknots,Loosifa,41.0,0.527,0.736,-8.46,0,0.102,0.00246,0.134,0.264,148.66,4.0,5.0,5.16265
4236,"Sergei Rachmaninoff, Alisa Weilerstein, Inon Barnatan","Vocalise, Op 34, No.14",31.0,0.194,0.0452,-26.488,0,0.0417,0.993,0.0731,0.0395,86.499,4.0,7.0,5.987783333
4237,Teenage Bad Girl,Cocotte,25.0,0.67,0.834,-4.174,0,0.496,0.000219,0.0843,0.626,126.972,4.0,1.0,4.370666666666667
4238,"Britney Spears, The Neptunes",Boys (The Co-Ed Remix) - Remastered,37.0,0.776,0.836,-3.812,0,0.117,0.126,0.0696,0.925,106.966,4.0,9.0,3.768883333
4239,Benny The Butcher,Plug Talk (feat. 2 Chainz),58.0,0.733,0.595,-5.732,1,0.392,0.558,0.304,0.316,139.721,4.0,5.0,3.2664833333333334
4240,"Nisha Satpute, Reeshabh Purohit, Palindroma",Main Ek Saaya,1.0,0.558,0.439,-9.676,1,0.0274,0.248,0.102,0.0381,103.958,1.0,0.0,4.947116667
4241,Battle Tapes,Last Resort & Spa,51.0,0.478,0.899,-4.114,1,0.143,0.124,0.109,0.679,186.028,4.0,1.0,4.237833333333334
4242,Varg,Zeichen,22.0,0.197,0.962,-6.897,0,0.114,0.0007,0.343,0.0399,167.144,3.0,8.0,5.216666666666667
4243,Sick Puppies,All The Same,55.0,0.311,0.76,-6.301,1,0.0364,0.000962,0.104,0.189,177.592,3.0,10.0,4.309783333333334
4244,Black Foxxes,Husk,37.0,0.349,0.958,-1.917,0,0.0886,8.59e-05,0.0836,0.44,134.144,4.0,10.0,2.6405833333333333
